Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read,Age at Publication
https://www.goodreads.com/book/show/34430839-gwendy-s-button-box,Gwendy's Button Box,Stephen King,Horror,English,3.92,"74,196",2017-05-16,171.0,0.0,50500.0,69.65092402464066
https://www.goodreads.com/book/show/10607.Black_House,Black House,Stephen King,Horror,English,4.04,"65,759",2001-01-01,659.0,0.0,44500.0,53.281314168377826
https://www.goodreads.com/book/show/23512999-the-bazaar-of-bad-dreams,The Bazaar of Bad Dreams,Stephen King,Horror,English,3.92,"64,114",2015-11-03,495.0,0.0,56600.0,68.11772758384669
https://www.goodreads.com/book/show/22076.From_a_Buick_8,From a Buick 8,Stephen King,Horror,English,3.48,"71,601",2002-09-24,356.0,0.0,35400.0,55.00889801505818
https://www.goodreads.com/book/show/2906039-just-after-sunset,Just After Sunset,Stephen King,Horror,English,3.88,"57,623",2008-11-11,367.0,0.0,46100.0,61.14168377823409
https://www.goodreads.com/book/show/550844.Cycle_of_the_Werewolf,Cycle of the Werewolf,Stephen King,Horror,English,3.66,"60,835",1983-11-01,128.0,825.0,42600.0,36.11225188227242
https://www.goodreads.com/book/show/39664.Rita_Hayworth_and_Shawshank_Redemption,Rita Hayworth and Shawshank Redemption,Stephen King,Fiction,English,4.5,"49,365",1982-01-01,181.0,0.0,30800.0,34.280629705681044
https://www.goodreads.com/book/show/201242757-you-like-it-darker,You Like It Darker,Stephen King,Horror,English,4.26,"51,136",2024-05-21,502.0,13600.0,128000.0,76.66529774127311
https://www.goodreads.com/book/show/10574.The_Colorado_Kid,The Colorado Kid,Stephen King,Mystery,English,3.38,"55,273",2005-10-04,178.0,0.0,27700.0,58.03696098562629
https://www.goodreads.com/book/show/92227.The_Two_Dead_Girls,The Two Dead Girls,Stephen King,Horror,English,4.51,"37,267",1996-03-28,92.0,271.0,29300.0,48.51745379876797
https://www.goodreads.com/book/show/102733.One_Past_Midnight,One Past Midnight: The Langoliers,Stephen King,Horror,English,3.93,"42,685",1990-09-24,9.0,522.0,13300.0,43.00889801505818
https://www.goodreads.com/book/show/11580.Creepshow,Creepshow,Stephen King,Horror,English,4.07,"38,821",1982-07-01,66.0,189.0,25500.0,34.776180698151954
https://www.goodreads.com/book/show/10618.Apt_Pupil,Apt Pupil,Stephen King,Horror,English,3.92,"37,739",1982-08-27,179.0,837.0,18800.0,34.93223819301848
https://www.goodreads.com/book/show/38926465-the-body,The Body,Stephen King,Horror,English,4.02,"27,674",1982-08-27,192.0,0.0,23900.0,34.93223819301848
https://www.goodreads.com/book/show/11563.Danse_Macabre,Danse Macabre,Stephen King,Horror,English,3.67,"29,750",1981-04-20,400.0,0.0,27400.0,33.57973990417522
https://www.goodreads.com/book/show/12070846-mile-81,Mile 81,Stephen King,Horror,English,3.67,"29,035",2011-01-01,80.0,0.0,22500.0,63.279945242984255
https://www.goodreads.com/book/show/15825932-in-the-tall-grass,In the Tall Grass,Stephen King,Horror,English,3.64,"28,556",2012-10-09,2.0,0.0,23900.0,65.05133470225873
https://www.goodreads.com/book/show/13451.Storm_of_the_Century,Storm of the Century,Stephen King,Horror,English,3.96,"25,145",1999-02-01,376.0,210.0,21300.0,51.36481861738535
https://www.goodreads.com/book/show/5417.Carrie_Salem_s_Lot_The_Shining,Carrie / 'Salem's Lot / The Shining,Stephen King,Horror,English,4.57,"20,269",1983-01-01,1096.0,399.0,0.0,35.279945242984255
https://www.goodreads.com/book/show/6356190-the-little-sisters-of-eluria,The Little Sisters of Eluria,Stephen King,Fantasy,English,4.18,"21,283",1998-01-01,312.0,88.0,26700.0,50.28062970568104
https://www.goodreads.com/book/show/22844188-a-good-marriage,A Good Marriage,Stephen King,Horror,English,3.84,"21,518",2014-09-01,4.0,0.0,14000.0,66.94592744695414
https://www.goodreads.com/book/show/228199.The_Bad_Death_of_Eduard_Delacroix,The Bad Death of Eduard Delacroix,Stephen King,Horror,English,4.54,"18,110",1996-06-27,90.0,59.0,0.0,48.766598220396986
https://www.goodreads.com/book/show/228198.Coffey_s_Hands,Coffey's Hands,Stephen King,Horror,English,4.52,"18,152",1996-05-30,90.0,78.0,0.0,48.68993839835729
https://www.goodreads.com/book/show/7940591-blockade-billy,Blockade Billy,Stephen King,Horror,English,3.48,"23,548",2010-01-01,112.0,298.0,13000.0,62.28062970568104
https://www.goodreads.com/book/show/6251012-ur,UR,Stephen King,Horror,English,3.76,"21,668",2009-02-12,61.0,866.0,12200.0,61.39630390143737
https://www.goodreads.com/book/show/71823.Coffey_on_the_Mile,Coffey on the Mile,Stephen King,Horror,English,4.59,"17,639",1996-08-29,138.0,48.0,0.0,48.93908281998631
https://www.goodreads.com/book/show/59366265-gwendy-s-final-task,Gwendy's Final Task,Stephen King,Horror,English,4.07,"19,766",2022-02-15,288.0,0.0,45200.0,74.40383299110198
https://www.goodreads.com/book/show/228194.The_Mouse_on_the_Mile,The Mouse on the Mile,Stephen King,Horror,English,4.47,"17,749",1996-04-25,92.0,133.0,0.0,48.59411362080767
https://www.goodreads.com/book/show/22844166-1922,1922,Stephen King,Horror,English,3.91,"20,048",2010-11-09,132.0,0.0,15600.0,63.134839151266256
https://www.goodreads.com/book/show/228200.Night_Journey,Night Journey,Stephen King,Horror,English,4.53,"16,478",1996-07-25,90.0,58.0,0.0,48.84325804243669
https://www.goodreads.com/book/show/11605.Riding_the_Bullet,Riding the Bullet,Stephen King,Horror,English,3.66,"18,864",2000-01-01,66.0,269.0,0.0,52.27926078028747
https://www.goodreads.com/book/show/6907672-the-talisman-volume-1,The Talisman (Volume 1): The Road of Trials,Stephen King,Graphic Novels,English,4.34,"13,318",2009-01-01,160.0,17.0,0.0,61.281314168377826
https://www.goodreads.com/book/show/12274389-the-dark-tower-series,The Dark Tower Series: Books 1-7,Stephen King,Fantasy,English,4.62,"12,244",2005-01-01,3914.0,250.0,10500.0,57.281314168377826
https://www.goodreads.com/book/show/17826887-children-of-the-corn,Children of the Corn,Stephen King,Horror,English,3.9,"11,798",1977-03-01,50.0,424.0,0.0,29.44284736481862
https://www.goodreads.com/book/show/18528452-under-the-dome,Under the Dome: Part One,Stephen King,Horror,English,4.05,"11,114",2009-11-01,656.0,282.0,0.0,62.11362080766598
https://www.goodreads.com/book/show/133268.Two_Past_Midnight,"Two Past Midnight: Secret Window, Secret Garden",Stephen King,Horror,English,3.95,"11,373",1990-09-24,140.0,98.0,0.0,43.00889801505818
https://www.goodreads.com/book/show/40138871-laurie,Laurie,Stephen King,Short Stories,English,3.66,"11,974",2018-05-17,32.0,0.0,0.0,70.652977412731
https://www.goodreads.com/book/show/17284577-guns,Guns,Stephen King,Nonfiction,English,4.18,"9,523",2013-01-25,25.0,617.0,0.0,65.347022587269
https://www.goodreads.com/book/show/458450.The_Dark_Tower_1_3,The Dark Tower #1-3,Stephen King,Fantasy,English,4.46,"8,529",1991-10-01,1008.0,61.0,0.0,44.02737850787132
https://www.goodreads.com/book/show/666371.Selections_from_Skeleton_Crew,Selections from Skeleton Crew,Stephen King,Horror,English,4.31,"8,611",1985-06-21,4.0,67.0,0.0,37.74948665297741
https://www.goodreads.com/book/show/11572.Quitters_Inc,"Quitters, Inc",Stephen King,Horror,English,4.06,"9,105",1978-01-01,19.0,23.0,0.0,30.28062970568104
https://www.goodreads.com/book/show/32715.Desperation_The_Regulators,Desperation / The Regulators: Box Set,Stephen King,Horror,English,4.21,"7,963",1996-01-01,1075.0,112.0,0.0,48.27926078028747
https://www.goodreads.com/book/show/20957235-1408,وقصص أخرى 1408,Stephen King,Horror,Arabic,3.89,"8,066",2014-01-01,291.0,61.0,0.0,66.28062970568104
https://www.goodreads.com/book/show/133267.Three_Past_Midnight,Three Past Midnight: The Library Policeman,Stephen King,Horror,English,3.86,"7,880",1990-01-01,540.0,53.0,0.0,42.28062970568104
https://www.goodreads.com/book/show/32667.Blood_and_Smoke,Blood and Smoke,Stephen King,Horror,English,3.88,"7,721",1999-11-22,4.0,31.0,0.0,52.16974674880219
https://www.goodreads.com/book/show/15803680-a-face-in-the-crowd,A Face in the Crowd,Stephen King,Horror,English,3.64,"8,092",2012-08-21,50.0,0.0,0.0,64.91718001368925
https://www.goodreads.com/book/show/3365119-four-past-midnight,Four Past Midnight: The Sun Dog,Stephen King,Horror,English,3.69,"7,428",1990-09-24,7.0,900.0,0.0,43.00889801505818
https://www.goodreads.com/book/show/1793995.The_Gingerbread_Girl,The Gingerbread Girl,Stephen King,Horror,English,3.61,"7,462",2008-01-01,2.0,49.0,0.0,60.27926078028747
https://www.goodreads.com/book/show/39217966-flight-or-fright,Flight or Fright: 17 Turbulent Tales,Stephen King,Horror,English,3.49,"6,759",2018-09-04,332.0,0.0,12800.0,70.95414099931554
https://www.goodreads.com/book/show/5092.The_Dark_Tower,The Dark Tower,Stephen King,Fantasy,English,4.5,"4,982",2002-01-01,299.0,68.0,0.0,54.28062970568104
https://www.goodreads.com/book/show/23456351-jerusalem-s-lot,Jerusalem's Lot,Stephen King,Horror,,4.07,"5,404",2000-11-01,40.0,43.0,0.0,53.11430527036276
https://www.goodreads.com/book/show/102686.The_Lawnmower_Man,The Lawnmower Man: Stories from Night Shift,Stephen King,Horror,English,3.77,"5,729",1995-10-01,4.0,15.0,0.0,48.02737850787132
https://www.goodreads.com/book/show/30840523-six-scary-stories,Six Scary Stories,Stephen King,Horror,English,3.66,"5,614",2016-08-25,200.0,0.0,0.0,68.92813141683779
https://www.goodreads.com/book/show/155403.The_Shawshank_Redemption,The Shawshank Redemption: Different Seasons,Stephen King,Fiction,English,4.48,"4,566",1994-08-01,507.0,44.0,0.0,46.861054072553046
https://www.goodreads.com/book/show/52317884-the-jaunt,The Jaunt,Stephen King,Horror,,4.18,"4,641",1981-01-01,25.0,32.0,0.0,33.281314168377826
https://www.goodreads.com/book/show/97126.The_Talisman_and_Black_House,The Talisman and Black House,Stephen King,Horror,English,4.45,"4,221",2002-10-29,299.0,26.0,0.0,55.1047227926078
https://www.goodreads.com/book/show/102688.Graveyard_Shift_and_Other_Stories_from_Night_Shift,"Graveyard Shift, and Other Stories from Night Shift",Stephen King,Horror,English,3.89,"4,632",1988-01-01,299.0,45.0,0.0,40.27926078028747
https://www.goodreads.com/book/show/22844168-big-driver,Big Driver,Stephen King,Horror,,3.95,"4,432",2010-11-09,4.0,441.0,0.0,63.134839151266256
https://www.goodreads.com/book/show/860613.Pet_Sematary_Carrie_Nightshift,Pet Sematary / Carrie / Nightshift,Stephen King,Horror,,4.3,"3,729",1991-11-01,1.0,58.0,0.0,44.11225188227242
https://www.goodreads.com/book/show/24796646-drunken-fireworks,Drunken Fireworks,Stephen King,Fiction,English,3.49,"4,479",2015-06-30,2.0,24.0,0.0,67.77275838466804
https://www.goodreads.com/book/show/32668.LT_s_Theory_of_Pets,LT's Theory of Pets,Stephen King,Horror,English,3.71,"4,199",2001-06-07,1.0,11.0,0.0,53.711156741957566
https://www.goodreads.com/book/show/10575.Stationary_Bike,Stationary Bike,Stephen King,Horror,English,3.56,"4,375",2003-01-01,34.0,15.0,0.0,55.279945242984255
https://www.goodreads.com/book/show/18528453-under-the-dome,Under the Dome: Part Two,Stephen King,Horror,English,4.07,"3,755",2009-11-10,624.0,87.0,0.0,62.13826146475017
https://www.goodreads.com/book/show/32680.Silver_Bullet,Silver Bullet,Stephen King,Horror,English,3.74,"3,760",1985-11-12,255.0,7.0,0.0,38.143737166324435
https://www.goodreads.com/book/show/102418.Dolores_Claiborne_Insomnia_Rose_Madder,Dolores Claiborne/Insomnia/Rose Madder,Stephen King,Horror,English,4.45,"3,085",1996-01-01,299.0,5.0,0.0,48.27926078028747
https://www.goodreads.com/book/show/116334.Nightmares_in_the_Sky,Nightmares in the Sky: Gargoyles and Grotesques,Stephen King,Nonfiction,English,4.01,"3,418",1988-10-07,128.0,8.0,0.0,41.045859000684466
https://www.goodreads.com/book/show/2239777.It_The_Eyes_of_the_Dragon_Misery,It/The Eyes of the Dragon/Misery,Stephen King,Horror,English,4.61,"2,856",1988-10-15,299.0,10.0,0.0,41.06776180698152
https://www.goodreads.com/book/show/17925150-the-dark-man,The Dark Man,Stephen King,Poetry,English,4.13,"2,981",1969-01-01,88.0,8.0,0.0,21.281314168377826
https://www.goodreads.com/book/show/155512._a_Tome_1,"Ça, Tome 1",Stephen King,Horror,French,4.22,"2,861",1986-09-15,799.0,304.0,0.0,38.98425735797399
https://www.goodreads.com/book/show/973196.Dark_Forces,Dark Forces: New Stories of Suspense and Supernatural Horror,Stephen King,Horror,English,4.08,"2,869",1980-08-01,551.0,72.0,0.0,32.86242299794661
https://www.goodreads.com/book/show/20980228-11-22-63,11/22/63 上,Stephen King,Fiction,Japanese,4.38,"2,597",2013-09-13,529.0,40.0,0.0,65.97946611909651
https://www.goodreads.com/book/show/4945933-the-breathing-method,The Breathing Method,Stephen King,Horror,English,3.65,"3,071",1999-01-01,3.0,27.0,0.0,51.279945242984255
https://www.goodreads.com/book/show/10587.The_Man_in_the_Black_Suit,The Man in the Black Suit: 4 Dark Tales,Stephen King,Horror,English,3.69,"3,009",1994-01-01,299.0,26.0,0.0,46.28062970568104
https://www.goodreads.com/book/show/155465.Dolan_s_Cadillac,Dolan's Cadillac,Stephen King,Horror,English,3.88,"2,693",1989-01-01,64.0,13.0,0.0,41.281314168377826
https://www.goodreads.com/book/show/866502.Everything_s_Eventual,Everything's Eventual: 5 Dark Tales,Stephen King,Horror,English,4.09,"2,483",2002-03-01,8.0,19.0,0.0,54.44216290212184
https://www.goodreads.com/book/show/3583368-stephen-king-goes-to-the-movies,Stephen King Goes to the Movies,Stephen King,Horror,English,3.92,"2,453",2009-01-20,626.0,129.0,0.0,61.333333333333336
https://www.goodreads.com/book/show/5416.The_Shining_Salem_s_Lot_Night_Shift_Carrie,The Shining / 'Salem's Lot / Night Shift / Carrie,Stephen King,Horror,English,4.67,"1,978",1981-01-01,991.0,22.0,727.0,33.281314168377826
https://www.goodreads.com/book/show/155711._a_Tome_2,"Ça, Tome 2",Stephen King,Horror,French,4.19,"2,102",1986-09-01,638.0,105.0,0.0,38.945927446954144
https://www.goodreads.com/book/show/17797820-sometimes-they-come-back,Sometimes They Come Back,Stephen King,Horror,English,3.93,"2,241",1974-03-01,35.0,13.0,0.0,26.442162902121833
https://www.goodreads.com/book/show/1278221.The_Best_American_Short_Stories_2007,The Best American Short Stories 2007,Stephen King,Short Stories,English,3.77,"2,304",2007-01-01,448.0,112.0,0.0,59.279945242984255
https://www.goodreads.com/book/show/17225778-las-cuatro-estaciones,Las cuatro estaciones: primavera/verano,Stephen King,Horror,Spanish; Castilian,4.2,"1,987",1982-08-27,354.0,106.0,0.0,34.93223819301848
https://www.goodreads.com/book/show/17160738-survivor-type,Survivor Type,Stephen King,Horror,English,3.89,"2,051",1982-01-01,65.0,24.0,0.0,34.280629705681044
https://www.goodreads.com/book/show/35115736-el-hombre-del-traje-negro,El hombre del traje negro,Stephen King,Horror,Spanish; Castilian,3.59,"2,053",2020-01-01,128.0,32.0,986.0,72.27926078028747
https://www.goodreads.com/book/show/11596.Secret_Windows,Secret Windows: Essays and Fiction on the Craft of Writing,Stephen King,Nonfiction,English,4.08,"1,772",2000-01-01,433.0,40.0,0.0,52.27926078028747
https://www.goodreads.com/book/show/32714.The_Monkey,The Monkey,Stephen King,Horror,English,3.75,"1,849",1980-01-01,2.0,19.0,0.0,32.27926078028747
https://www.goodreads.com/book/show/10848249-the-road-virus-heads-north,The Road Virus Heads North,Stephen King,Horror,English,3.71,"1,825",2006-05-01,299.0,10.0,0.0,58.60917180013689
https://www.goodreads.com/book/show/16097947-las-dos-despu-s-de-medianoche,Las dos después de medianoche,Stephen King,Horror,Spanish; Castilian,3.81,"1,732",1990-09-24,528.0,104.0,0.0,43.00889801505818
https://www.goodreads.com/book/show/22909466-las-cuatro-estaciones-ii,Las cuatro estaciones II: otoño e invierno,Stephen King,Horror,Spanish; Castilian,3.95,"1,667",1982-08-27,272.0,72.0,0.0,34.93223819301848
https://www.goodreads.com/book/show/155549.Le_Fl_au_1_2,Le Fléau 1/2,Stephen King,Horror,French,4.29,"1,515",1978-01-01,764.0,102.0,0.0,30.28062970568104
https://www.goodreads.com/book/show/36291755-the-boogeyman,The Boogeyman,Stephen King,Horror,English,3.77,"1,720",1973-03-01,25.0,15.0,0.0,25.44284736481862
https://www.goodreads.com/book/show/155570.La_expedici_n,La expedición,Stephen King,Horror,Spanish; Castilian,3.8,"1,579",1985-06-21,221.0,63.0,0.0,37.74948665297741
https://www.goodreads.com/book/show/26927393-almuerzo-en-el-caf-gotham,Almuerzo en el café Gotham,Stephen King,Horror,Spanish; Castilian,3.37,"1,683",1995-01-01,96.0,35.0,907.0,47.279945242984255
https://www.goodreads.com/book/show/29543190-graveyard-shift,Graveyard Shift,Stephen King,Horror,English,3.73,"1,476",1970-01-01,26.0,12.0,811.0,22.28062970568104
https://www.goodreads.com/book/show/155527.Le_Fl_au_2_2,Le Fléau 2/2,Stephen King,Horror,French,4.33,"1,263",1978-01-01,795.0,49.0,871.0,30.28062970568104
